,Intolerance,wealth_intolerance,Avg pct similar neighbors
3067,0.25,0.75,58.7
3068,0.25,0.75,58.7
3069,0.25,0.75,59.0
3070,0.25,0.75,59.0
3071,0.25,0.75,59.0
3072,0.25,0.75,59.0
3073,0.25,0.75,59.0
3074,0.25,0.75,59.0
3075,0.25,0.75,59.0
3076,0.25,0.75,59.0
3077,0.25,0.75,59.0
3078,0.25,0.75,59.0
3079,0.25,0.75,59.0
3080,0.25,0.75,59.0
3081,0.25,0.75,59.0
3082,0.25,0.75,59.0
3083,0.25,0.75,59.0
3084,0.25,0.75,59.0
3085,0.25,0.75,59.0
3086,0.25,0.75,59.0
3087,0.25,0.75,59.0
3088,0.25,0.75,59.0
3089,0.25,0.75,59.0
3090,0.25,0.75,59.0
3091,0.25,0.75,59.0
3092,0.25,0.75,59.0
3093,0.25,0.75,59.0
3094,0.25,0.75,59.0
3095,0.25,0.75,59.0
3096,0.25,0.75,59.0
3097,0.25,0.75,59.0
3098,0.25,0.75,59.0
3099,0.25,0.75,59.0
3100,0.25,0.75,59.0
3101,0.25,0.75,59.0
3102,0.25,0.75,59.0
3103,0.25,0.75,59.0
3104,0.25,0.75,59.0
3105,0.25,0.75,59.0
3106,0.25,0.75,59.0
3107,0.25,0.75,59.0
3108,0.25,0.75,59.0
3109,0.25,0.75,59.0
3110,0.25,0.75,59.0
3111,0.25,0.75,0.0
3112,0.25,0.75,0.0
3113,0.25,0.75,55.0
3114,0.25,0.75,59.4
3115,0.25,0.75,60.0
3116,0.25,0.75,60.7
3117,0.25,0.75,61.0
3118,0.25,0.75,60.8
3119,0.25,0.75,61.0
3120,0.25,0.75,61.0
3121,0.25,0.75,61.0
3122,0.25,0.75,61.2
3123,0.25,0.75,61.2
3124,0.25,0.75,61.2
3125,0.25,0.75,61.2
3126,0.25,0.75,61.2
3127,0.25,0.75,61.2
3128,0.25,0.75,61.2
3129,0.25,0.75,61.2
3130,0.25,0.75,61.2
3131,0.25,0.75,61.2
3132,0.25,0.75,61.2
3133,0.25,0.75,61.2
3134,0.25,0.75,61.2
3135,0.25,0.75,61.2
3136,0.25,0.75,61.2
3137,0.25,0.75,61.2
3138,0.25,0.75,61.2
3139,0.25,0.75,61.2
3140,0.25,0.75,61.2
3141,0.25,0.75,61.2
3142,0.25,0.75,61.2
3143,0.25,0.75,61.2
3144,0.25,0.75,61.2
3145,0.25,0.75,61.2
3146,0.25,0.75,61.2
3147,0.25,0.75,61.2
3148,0.25,0.75,61.2
3149,0.25,0.75,61.2
3150,0.25,0.75,61.2
3151,0.25,0.75,61.2
3152,0.25,0.75,61.2
3153,0.25,0.75,61.2
3154,0.25,0.75,61.2
3155,0.25,0.75,61.2
3156,0.25,0.75,61.2
3157,0.25,0.75,61.2
3158,0.25,0.75,61.2
3159,0.25,0.75,61.2
3160,0.25,0.75,61.2
3161,0.25,0.75,61.2
3162,0.25,0.75,0.0
3163,0.25,0.75,0.0
3164,0.25,0.75,55.0
3165,0.25,0.75,61.2
3166,0.25,0.75,61.6
3167,0.25,0.75,61.7
3168,0.25,0.75,62.0
3169,0.25,0.75,62.5
3170,0.25,0.75,62.5
3171,0.25,0.75,62.6
3172,0.25,0.75,62.8
3173,0.25,0.75,62.8
3174,0.25,0.75,62.8
3175,0.25,0.75,62.8
3176,0.25,0.75,62.8
3177,0.25,0.75,62.8
3178,0.25,0.75,62.8
3179,0.25,0.75,62.8
3180,0.25,0.75,62.8
3181,0.25,0.75,62.8
3182,0.25,0.75,62.8
3183,0.25,0.75,62.8
3184,0.25,0.75,62.8
3185,0.25,0.75,62.8
3186,0.25,0.75,62.8
3187,0.25,0.75,62.8
3188,0.25,0.75,62.8
3189,0.25,0.75,62.8
3190,0.25,0.75,62.8
3191,0.25,0.75,62.8
3192,0.25,0.75,62.8
3193,0.25,0.75,62.8
3194,0.25,0.75,62.8
3195,0.25,0.75,62.8
3196,0.25,0.75,62.8
3197,0.25,0.75,62.8
3198,0.25,0.75,62.8
3199,0.25,0.75,62.8
3200,0.25,0.75,62.8
3201,0.25,0.75,62.8
3202,0.25,0.75,62.8
3203,0.25,0.75,62.8
3204,0.25,0.75,62.8
3205,0.25,0.75,62.8
3206,0.25,0.75,62.8
3207,0.25,0.75,62.8
3208,0.25,0.75,62.8
3209,0.25,0.75,62.8
3210,0.25,0.75,62.8
3211,0.25,0.75,62.8
3212,0.25,0.75,62.8
3213,0.25,0.75,0.0
3214,0.25,0.75,0.0
3215,0.25,0.75,54.1
3216,0.25,0.75,60.5
3217,0.25,0.75,62.4
3218,0.25,0.75,63.2
3219,0.25,0.75,64.0
3220,0.25,0.75,64.0
3221,0.25,0.75,64.1
3222,0.25,0.75,64.1
3223,0.25,0.75,64.0
3224,0.25,0.75,64.1
3225,0.25,0.75,64.0
3226,0.25,0.75,64.1
3227,0.25,0.75,64.0
3228,0.25,0.75,64.1
3229,0.25,0.75,64.1
3230,0.25,0.75,64.1
3231,0.25,0.75,64.1
3232,0.25,0.75,64.1
3233,0.25,0.75,64.1
3234,0.25,0.75,64.1
3235,0.25,0.75,64.1
3236,0.25,0.75,64.1
3237,0.25,0.75,64.1
3238,0.25,0.75,64.1
3239,0.25,0.75,64.1
3240,0.25,0.75,64.1
3241,0.25,0.75,64.1
3242,0.25,0.75,64.1
3243,0.25,0.75,64.1
3244,0.25,0.75,64.1
3245,0.25,0.75,64.1
3246,0.25,0.75,64.1
3247,0.25,0.75,64.1
3248,0.25,0.75,64.1
3249,0.25,0.75,64.1
3250,0.25,0.75,64.1
3251,0.25,0.75,64.1
3252,0.25,0.75,64.1
3253,0.25,0.75,64.1
3254,0.25,0.75,64.1
3255,0.25,0.75,64.1
3256,0.25,0.75,64.1
3257,0.25,0.75,64.1
3258,0.25,0.75,64.1
3259,0.25,0.75,64.1
3260,0.25,0.75,64.1
3261,0.25,0.75,64.1
3262,0.25,0.75,64.1
3263,0.25,0.75,64.1
3264,0.25,0.75,0.0
3265,0.25,0.75,0.0
3266,0.25,0.75,51.5
3267,0.25,0.75,55.5
3268,0.25,0.75,56.6
3269,0.25,0.75,57.3
3270,0.25,0.75,57.8
3271,0.25,0.75,57.7
3272,0.25,0.75,57.9
3273,0.25,0.75,57.9
3274,0.25,0.75,57.9
3275,0.25,0.75,58.0
3276,0.25,0.75,58.0
3277,0.25,0.75,57.9
3278,0.25,0.75,58.0
3279,0.25,0.75,57.9
3280,0.25,0.75,57.9
3281,0.25,0.75,58.0
3282,0.25,0.75,58.0
3283,0.25,0.75,57.9
3284,0.25,0.75,58.0
3285,0.25,0.75,58.2
3286,0.25,0.75,58.2
3287,0.25,0.75,58.2
3288,0.25,0.75,58.2
3289,0.25,0.75,58.2
3290,0.25,0.75,58.2
3291,0.25,0.75,58.2
3292,0.25,0.75,58.2
3293,0.25,0.75,58.2
3294,0.25,0.75,58.2
3295,0.25,0.75,58.2
3296,0.25,0.75,58.2
3297,0.25,0.75,58.2
3298,0.25,0.75,58.2
3299,0.25,0.75,58.2
3300,0.25,0.75,58.2
3301,0.25,0.75,58.2
3302,0.25,0.75,58.2
3303,0.25,0.75,58.2
3304,0.25,0.75,58.2
3305,0.25,0.75,58.2
3306,0.25,0.75,58.2
3307,0.25,0.75,58.2
3308,0.25,0.75,58.2
3309,0.25,0.75,58.2
3310,0.25,0.75,58.2
3311,0.25,0.75,58.2
3312,0.25,0.75,58.2
3313,0.25,0.75,58.2
3314,0.25,0.75,58.2
3315,0.25,0.75,0.0
3316,0.25,0.75,0.0
3317,0.25,0.75,52.2
3318,0.25,0.75,57.3
3319,0.25,0.75,58.2
3320,0.25,0.75,59.6
3321,0.25,0.75,59.8
3322,0.25,0.75,60.1
3323,0.25,0.75,60.3
3324,0.25,0.75,60.6
3325,0.25,0.75,60.5
3326,0.25,0.75,60.8
3327,0.25,0.75,61.0
3328,0.25,0.75,61.0
3329,0.25,0.75,61.0
3330,0.25,0.75,61.0
3331,0.25,0.75,61.0
3332,0.25,0.75,61.0
3333,0.25,0.75,61.0
3334,0.25,0.75,61.0
3335,0.25,0.75,61.0
3336,0.25,0.75,61.0
3337,0.25,0.75,61.0
3338,0.25,0.75,61.0
3339,0.25,0.75,61.0
3340,0.25,0.75,61.0
3341,0.25,0.75,61.0
3342,0.25,0.75,61.0
3343,0.25,0.75,61.0
3344,0.25,0.75,61.0
3345,0.25,0.75,61.0
3346,0.25,0.75,61.0
3347,0.25,0.75,61.0
3348,0.25,0.75,61.0
3349,0.25,0.75,61.0
3350,0.25,0.75,61.0
3351,0.25,0.75,61.0
3352,0.25,0.75,61.0
3353,0.25,0.75,61.0
3354,0.25,0.75,61.0
3355,0.25,0.75,61.0
3356,0.25,0.75,61.0
3357,0.25,0.75,61.0
3358,0.25,0.75,61.0
3359,0.25,0.75,61.0
3360,0.25,0.75,61.0
3361,0.25,0.75,61.0
3362,0.25,0.75,61.0
3363,0.25,0.75,61.0
3364,0.25,0.75,61.0
3365,0.25,0.75,61.0
3366,0.25,0.75,0.0
3367,0.25,0.75,0.0
3368,0.25,0.75,49.9
3369,0.25,0.75,53.2
3370,0.25,0.75,53.4
3371,0.25,0.75,53.5
3372,0.25,0.75,54.3
3373,0.25,0.75,54.7
3374,0.25,0.75,54.9
3375,0.25,0.75,54.9
3376,0.25,0.75,54.9
3377,0.25,0.75,54.9
3378,0.25,0.75,54.9
3379,0.25,0.75,54.9
3380,0.25,0.75,54.9
3381,0.25,0.75,54.9
3382,0.25,0.75,54.9
3383,0.25,0.75,54.9
3384,0.25,0.75,54.9
3385,0.25,0.75,54.9
3386,0.25,0.75,54.9
3387,0.25,0.75,54.9
3388,0.25,0.75,54.9
3389,0.25,0.75,54.9
3390,0.25,0.75,54.9
3391,0.25,0.75,54.9
3392,0.25,0.75,54.9
3393,0.25,0.75,54.9
3394,0.25,0.75,54.9
3395,0.25,0.75,54.9
3396,0.25,0.75,54.9
3397,0.25,0.75,54.9
3398,0.25,0.75,54.9
3399,0.25,0.75,54.9
3400,0.25,0.75,54.9
3401,0.25,0.75,54.9
3402,0.25,0.75,54.9
3403,0.25,0.75,54.9
3404,0.25,0.75,54.9
3405,0.25,0.75,54.9
3406,0.25,0.75,54.9
3407,0.25,0.75,54.9
3408,0.25,0.75,54.9
3409,0.25,0.75,54.9
3410,0.25,0.75,54.9
3411,0.25,0.75,54.9
3412,0.25,0.75,54.9
3413,0.25,0.75,54.9
3414,0.25,0.75,54.9
3415,0.25,0.75,54.9
3416,0.25,0.75,54.9
3417,0.25,0.75,0.0
3418,0.25,0.75,0.0
3419,0.25,0.75,51.9
3420,0.25,0.75,55.2
3421,0.25,0.75,56.0
3422,0.25,0.75,56.5
3423,0.25,0.75,56.6
3424,0.25,0.75,56.5
3425,0.25,0.75,56.6
3426,0.25,0.75,57.0
3427,0.25,0.75,57.3
3428,0.25,0.75,57.3
3429,0.25,0.75,57.3
3430,0.25,0.75,57.3
3431,0.25,0.75,57.3
3432,0.25,0.75,57.3
3433,0.25,0.75,57.3
3434,0.25,0.75,57.3
3435,0.25,0.75,57.3
3436,0.25,0.75,57.3
3437,0.25,0.75,57.3
3438,0.25,0.75,57.3
3439,0.25,0.75,57.3
3440,0.25,0.75,57.3
3441,0.25,0.75,57.3
3442,0.25,0.75,57.3
3443,0.25,0.75,57.3
3444,0.25,0.75,57.3
3445,0.25,0.75,57.3
3446,0.25,0.75,57.3
3447,0.25,0.75,57.3
3448,0.25,0.75,57.3
3449,0.25,0.75,57.3
3450,0.25,0.75,57.3
3451,0.25,0.75,57.3
3452,0.25,0.75,57.3
3453,0.25,0.75,57.3
3454,0.25,0.75,57.3
3455,0.25,0.75,57.3
3456,0.25,0.75,57.3
3457,0.25,0.75,57.3
3458,0.25,0.75,57.3
3459,0.25,0.75,57.3
3460,0.25,0.75,57.3
3461,0.25,0.75,57.3
3462,0.25,0.75,57.3
3463,0.25,0.75,57.3
3464,0.25,0.75,57.3
3465,0.25,0.75,57.3
3466,0.25,0.75,57.3
3467,0.25,0.75,57.3
3468,0.25,0.75,0.0
3469,0.25,0.75,0.0
3470,0.25,0.75,53.6
3471,0.25,0.75,56.5
3472,0.25,0.75,57.6
3473,0.25,0.75,57.7
3474,0.25,0.75,57.9
3475,0.25,0.75,58.0
3476,0.25,0.75,58.0
3477,0.25,0.75,58.0
3478,0.25,0.75,58.0
3479,0.25,0.75,58.0
3480,0.25,0.75,58.0
3481,0.25,0.75,58.0
3482,0.25,0.75,58.0
3483,0.25,0.75,58.0
3484,0.25,0.75,58.0
3485,0.25,0.75,58.0
3486,0.25,0.75,58.0
3487,0.25,0.75,58.0
3488,0.25,0.75,58.0
3489,0.25,0.75,58.0
3490,0.25,0.75,58.0
3491,0.25,0.75,58.0
3492,0.25,0.75,58.0
3493,0.25,0.75,58.0
3494,0.25,0.75,58.0
3495,0.25,0.75,58.0
3496,0.25,0.75,58.0
3497,0.25,0.75,58.0
3498,0.25,0.75,58.0
3499,0.25,0.75,58.0
3500,0.25,0.75,58.0
3501,0.25,0.75,58.0
3502,0.25,0.75,58.0
3503,0.25,0.75,58.0
3504,0.25,0.75,58.0
3505,0.25,0.75,58.0
3506,0.25,0.75,58.0
3507,0.25,0.75,58.0
3508,0.25,0.75,58.0
3509,0.25,0.75,58.0
3510,0.25,0.75,58.0
3511,0.25,0.75,58.0
3512,0.25,0.75,58.0
3513,0.25,0.75,58.0
3514,0.25,0.75,58.0
3515,0.25,0.75,58.0
3516,0.25,0.75,58.0
3517,0.25,0.75,58.0
3518,0.25,0.75,58.0
3519,0.25,0.75,0.0
3520,0.25,0.75,0.0
3521,0.25,0.75,52.7
3522,0.25,0.75,56.4
3523,0.25,0.75,57.5
3524,0.25,0.75,57.7
3525,0.25,0.75,57.8
3526,0.25,0.75,57.7
3527,0.25,0.75,58.1
3528,0.25,0.75,58.3
3529,0.25,0.75,58.6
3530,0.25,0.75,58.8
3531,0.25,0.75,59.0
3532,0.25,0.75,59.2
3533,0.25,0.75,59.0
3534,0.25,0.75,59.5
3535,0.25,0.75,60.0
3536,0.25,0.75,60.3
3537,0.25,0.75,60.3
3538,0.25,0.75,60.3
3539,0.25,0.75,60.3
3540,0.25,0.75,60.3
3541,0.25,0.75,60.3
3542,0.25,0.75,60.3
3543,0.25,0.75,60.3
3544,0.25,0.75,60.3
3545,0.25,0.75,60.3
3546,0.25,0.75,60.3
3547,0.25,0.75,60.3
3548,0.25,0.75,60.3
3549,0.25,0.75,60.3
3550,0.25,0.75,60.3
3551,0.25,0.75,60.3
3552,0.25,0.75,60.3
3553,0.25,0.75,60.3
3554,0.25,0.75,60.3
3555,0.25,0.75,60.3
3556,0.25,0.75,60.3
3557,0.25,0.75,60.3
3558,0.25,0.75,60.3
3559,0.25,0.75,60.3
3560,0.25,0.75,60.3
3561,0.25,0.75,60.3
3562,0.25,0.75,60.3
3563,0.25,0.75,60.3
3564,0.25,0.75,60.3
3565,0.25,0.75,60.3
3566,0.25,0.75,60.3
3567,0.25,0.75,60.3
3568,0.25,0.75,60.3
3569,0.25,0.75,60.3
3570,0.25,0.75,0.0
3571,0.25,0.75,0.0
3572,0.25,0.75,51.2
3573,0.25,0.75,55.1
3574,0.25,0.75,56.4
3575,0.25,0.75,57.0
3576,0.25,0.75,57.3
3577,0.25,0.75,57.3
3578,0.25,0.75,57.3
3579,0.25,0.75,57.3
3580,0.25,0.75,57.3
3581,0.25,0.75,57.3
3582,0.25,0.75,57.3
3583,0.25,0.75,57.3
3584,0.25,0.75,57.3
3585,0.25,0.75,57.3
3586,0.25,0.75,57.3
3587,0.25,0.75,57.3
3588,0.25,0.75,57.3
3589,0.25,0.75,57.3
3590,0.25,0.75,57.3
3591,0.25,0.75,57.3
3592,0.25,0.75,57.3
3593,0.25,0.75,57.3
3594,0.25,0.75,57.3
3595,0.25,0.75,57.3
3596,0.25,0.75,57.3
3597,0.25,0.75,57.3
3598,0.25,0.75,57.3
3599,0.25,0.75,57.3
3600,0.25,0.75,57.3
3601,0.25,0.75,57.3
3602,0.25,0.75,57.3
3603,0.25,0.75,57.3
3604,0.25,0.75,57.3
3605,0.25,0.75,57.3
3606,0.25,0.75,57.3
3607,0.25,0.75,57.3
3608,0.25,0.75,57.3
3609,0.25,0.75,57.3
3610,0.25,0.75,57.3
3611,0.25,0.75,57.3
3612,0.25,0.75,57.3
3613,0.25,0.75,57.3
3614,0.25,0.75,57.3
3615,0.25,0.75,57.3
3616,0.25,0.75,57.3
3617,0.25,0.75,57.3
3618,0.25,0.75,57.3
3619,0.25,0.75,57.3
3620,0.25,0.75,57.3
3621,0.25,0.75,0.0
3622,0.25,0.75,0.0
3623,0.25,0.75,51.0
3624,0.25,0.75,55.0
3625,0.25,0.75,56.7
3626,0.25,0.75,57.1
3627,0.25,0.75,57.4
3628,0.25,0.75,57.9
3629,0.25,0.75,58.0
3630,0.25,0.75,58.1
3631,0.25,0.75,58.3
3632,0.25,0.75,58.4
3633,0.25,0.75,58.7
3634,0.25,0.75,58.7
3635,0.25,0.75,58.7
3636,0.25,0.75,58.7
3637,0.25,0.75,58.7
3638,0.25,0.75,58.7
3639,0.25,0.75,58.7
3640,0.25,0.75,58.7
3641,0.25,0.75,58.7
3642,0.25,0.75,58.7
3643,0.25,0.75,58.7
3644,0.25,0.75,58.7
3645,0.25,0.75,58.7
3646,0.25,0.75,58.7
3647,0.25,0.75,58.7
3648,0.25,0.75,58.7
3649,0.25,0.75,58.7
3650,0.25,0.75,58.7
3651,0.25,0.75,58.7
3652,0.25,0.75,58.7
3653,0.25,0.75,58.7
3654,0.25,0.75,58.7
3655,0.25,0.75,58.7
3656,0.25,0.75,58.7
3657,0.25,0.75,58.7
3658,0.25,0.75,58.7
3659,0.25,0.75,58.7
3660,0.25,0.75,58.7
3661,0.25,0.75,58.7
3662,0.25,0.75,58.7
3663,0.25,0.75,58.7
3664,0.25,0.75,58.7
3665,0.25,0.75,58.7
3666,0.25,0.75,58.7
3667,0.25,0.75,58.7
3668,0.25,0.75,58.7
3669,0.25,0.75,58.7
3670,0.25,0.75,58.7
3671,0.25,0.75,58.7
3672,0.25,0.75,0.0
3673,0.25,0.75,0.0
3674,0.25,0.75,52.9
3675,0.25,0.75,55.5
3676,0.25,0.75,56.2
3677,0.25,0.75,56.3
3678,0.25,0.75,56.8
3679,0.25,0.75,57.2
3680,0.25,0.75,57.3
3681,0.25,0.75,57.3
3682,0.25,0.75,57.3
3683,0.25,0.75,57.3
3684,0.25,0.75,57.3
3685,0.25,0.75,57.3
3686,0.25,0.75,57.3
3687,0.25,0.75,57.3
3688,0.25,0.75,57.3
3689,0.25,0.75,57.3
3690,0.25,0.75,57.3
3691,0.25,0.75,57.3
3692,0.25,0.75,57.3
3693,0.25,0.75,57.3
3694,0.25,0.75,57.3
3695,0.25,0.75,57.3
3696,0.25,0.75,57.3
3697,0.25,0.75,57.3
3698,0.25,0.75,57.3
3699,0.25,0.75,57.3
3700,0.25,0.75,57.3
3701,0.25,0.75,57.3
3702,0.25,0.75,57.3
3703,0.25,0.75,57.3
3704,0.25,0.75,57.3
3705,0.25,0.75,57.3
3706,0.25,0.75,57.3
3707,0.25,0.75,57.3
3708,0.25,0.75,57.3
3709,0.25,0.75,57.3
3710,0.25,0.75,57.3
3711,0.25,0.75,57.3
3712,0.25,0.75,57.3
3713,0.25,0.75,57.3
3714,0.25,0.75,57.3
3715,0.25,0.75,57.3
3716,0.25,0.75,57.3
3717,0.25,0.75,57.3
3718,0.25,0.75,57.3
3719,0.25,0.75,57.3
3720,0.25,0.75,57.3
3721,0.25,0.75,57.3
3722,0.25,0.75,57.3
3723,0.25,0.75,0.0
3724,0.25,0.75,0.0
3725,0.25,0.75,53.7
3726,0.25,0.75,57.7
3727,0.25,0.75,58.8
3728,0.25,0.75,59.0
3729,0.25,0.75,59.4
3730,0.25,0.75,60.1
3731,0.25,0.75,60.4
3732,0.25,0.75,60.4
3733,0.25,0.75,60.4
3734,0.25,0.75,60.4
3735,0.25,0.75,60.4
3736,0.25,0.75,60.4
3737,0.25,0.75,60.4
3738,0.25,0.75,60.4
3739,0.25,0.75,60.4
3740,0.25,0.75,60.4
3741,0.25,0.75,60.4
3742,0.25,0.75,60.4
3743,0.25,0.75,60.4
3744,0.25,0.75,60.4
3745,0.25,0.75,60.4
3746,0.25,0.75,60.4
3747,0.25,0.75,60.4
3748,0.25,0.75,60.4
3749,0.25,0.75,60.4
3750,0.25,0.75,60.4
3751,0.25,0.75,60.4
3752,0.25,0.75,60.4
3753,0.25,0.75,60.4
3754,0.25,0.75,60.4
3755,0.25,0.75,60.4
3756,0.25,0.75,60.4
3757,0.25,0.75,60.4
3758,0.25,0.75,60.4
3759,0.25,0.75,60.4
3760,0.25,0.75,60.4
3761,0.25,0.75,60.4
3762,0.25,0.75,60.4
3763,0.25,0.75,60.4
3764,0.25,0.75,60.4
3765,0.25,0.75,60.4
3766,0.25,0.75,60.4
3767,0.25,0.75,60.4
3768,0.25,0.75,60.4
3769,0.25,0.75,60.4
3770,0.25,0.75,60.4
3771,0.25,0.75,60.4
3772,0.25,0.75,60.4
3773,0.25,0.75,60.4
3774,0.25,0.75,0.0
3775,0.25,0.75,0.0
3776,0.25,0.75,52.2
3777,0.25,0.75,55.3
3778,0.25,0.75,56.5
3779,0.25,0.75,56.9
3780,0.25,0.75,57.1
3781,0.25,0.75,57.1
3782,0.25,0.75,57.1
3783,0.25,0.75,57.1
3784,0.25,0.75,57.1
3785,0.25,0.75,57.1
3786,0.25,0.75,57.1
3787,0.25,0.75,57.1
3788,0.25,0.75,57.1
3789,0.25,0.75,57.1
3790,0.25,0.75,57.1
3791,0.25,0.75,57.1
3792,0.25,0.75,57.1
3793,0.25,0.75,57.1
3794,0.25,0.75,57.1
3795,0.25,0.75,57.1
3796,0.25,0.75,57.1
3797,0.25,0.75,57.1
3798,0.25,0.75,57.1
3799,0.25,0.75,57.1
3800,0.25,0.75,57.1
3801,0.25,0.75,57.1
3802,0.25,0.75,57.1
3803,0.25,0.75,57.1
3804,0.25,0.75,57.1
3805,0.25,0.75,57.1
3806,0.25,0.75,57.1
3807,0.25,0.75,57.1
3808,0.25,0.75,57.1
3809,0.25,0.75,57.1
3810,0.25,0.75,57.1
3811,0.25,0.75,57.1
3812,0.25,0.75,57.1
3813,0.25,0.75,57.1
3814,0.25,0.75,57.1
3815,0.25,0.75,57.1
3816,0.25,0.75,57.1
3817,0.25,0.75,57.1
3818,0.25,0.75,57.1
3819,0.25,0.75,57.1
3820,0.25,0.75,57.1
3821,0.25,0.75,57.1
3822,0.25,0.75,57.1
3823,0.25,0.75,57.1
3824,0.25,0.75,57.1
3825,0.25,0.75,0.0
3826,0.25,0.75,0.0
3827,0.25,0.75,52.8
3828,0.25,0.75,59.0
3829,0.25,0.75,61.4
3830,0.25,0.75,63.3
3831,0.25,0.75,64.4
3832,0.25,0.75,65.1
3833,0.25,0.75,66.0
3834,0.25,0.75,66.0
3835,0.25,0.75,66.2
3836,0.25,0.75,66.4
3837,0.25,0.75,66.4
3838,0.25,0.75,66.4
3839,0.25,0.75,66.4
3840,0.25,0.75,66.4
3841,0.25,0.75,66.4
3842,0.25,0.75,66.4
3843,0.25,0.75,66.4
3844,0.25,0.75,66.4
3845,0.25,0.75,66.4
3846,0.25,0.75,66.4
3847,0.25,0.75,66.4
3848,0.25,0.75,66.4
3849,0.25,0.75,66.4
3850,0.25,0.75,66.4
3851,0.25,0.75,66.4
3852,0.25,0.75,66.4
3853,0.25,0.75,66.4
3854,0.25,0.75,66.4
3855,0.25,0.75,66.4
3856,0.25,0.75,66.4
3857,0.25,0.75,66.4
3858,0.25,0.75,66.4
3859,0.25,0.75,66.4
3860,0.25,0.75,66.4
3861,0.25,0.75,66.4
3862,0.25,0.75,66.4
3863,0.25,0.75,66.4
3864,0.25,0.75,66.4
3865,0.25,0.75,66.4
3866,0.25,0.75,66.4
3867,0.25,0.75,66.4
3868,0.25,0.75,66.4
3869,0.25,0.75,66.4
3870,0.25,0.75,66.4
3871,0.25,0.75,66.4
3872,0.25,0.75,66.4
3873,0.25,0.75,66.4
3874,0.25,0.75,66.4
3875,0.25,0.75,66.4
3876,0.25,0.75,0.0
3877,0.25,0.75,0.0
3878,0.25,0.75,49.5
3879,0.25,0.75,52.2
3880,0.25,0.75,53.7
3881,0.25,0.75,54.2
3882,0.25,0.75,54.4
3883,0.25,0.75,55.2
3884,0.25,0.75,55.3
3885,0.25,0.75,55.4
3886,0.25,0.75,55.5
3887,0.25,0.75,55.7
3888,0.25,0.75,56.1
3889,0.25,0.75,56.1
3890,0.25,0.75,56.1
3891,0.25,0.75,56.1
3892,0.25,0.75,56.1
3893,0.25,0.75,56.1
3894,0.25,0.75,56.1
3895,0.25,0.75,56.1
3896,0.25,0.75,56.1
3897,0.25,0.75,56.1
3898,0.25,0.75,56.1
3899,0.25,0.75,56.1
3900,0.25,0.75,56.1
3901,0.25,0.75,56.1
3902,0.25,0.75,56.1
3903,0.25,0.75,56.1
3904,0.25,0.75,56.1
3905,0.25,0.75,56.1
3906,0.25,0.75,56.1
3907,0.25,0.75,56.1
3908,0.25,0.75,56.1
3909,0.25,0.75,56.1
3910,0.25,0.75,56.1
3911,0.25,0.75,56.1
3912,0.25,0.75,56.1
3913,0.25,0.75,56.1
3914,0.25,0.75,56.1
3915,0.25,0.75,56.1
3916,0.25,0.75,56.1
3917,0.25,0.75,56.1
3918,0.25,0.75,56.1
3919,0.25,0.75,56.1
3920,0.25,0.75,56.1
3921,0.25,0.75,56.1
3922,0.25,0.75,56.1
3923,0.25,0.75,56.1
3924,0.25,0.75,56.1
3925,0.25,0.75,56.1
3926,0.25,0.75,56.1
3927,0.25,0.75,0.0
3928,0.25,0.75,0.0
3929,0.25,0.75,51.6
3930,0.25,0.75,53.9
3931,0.25,0.75,55.3
3932,0.25,0.75,56.6
3933,0.25,0.75,56.5
3934,0.25,0.75,56.7
3935,0.25,0.75,57.0
3936,0.25,0.75,57.9
3937,0.25,0.75,57.8
3938,0.25,0.75,57.9
3939,0.25,0.75,58.3
3940,0.25,0.75,58.3
3941,0.25,0.75,58.3
3942,0.25,0.75,58.3
3943,0.25,0.75,58.3
3944,0.25,0.75,58.3
3945,0.25,0.75,58.3
3946,0.25,0.75,58.3
3947,0.25,0.75,58.3
3948,0.25,0.75,58.3
3949,0.25,0.75,58.3
3950,0.25,0.75,58.3
3951,0.25,0.75,58.3
3952,0.25,0.75,58.3
3953,0.25,0.75,58.3
3954,0.25,0.75,58.3
3955,0.25,0.75,58.3
3956,0.25,0.75,58.3
3957,0.25,0.75,58.3
3958,0.25,0.75,58.3
3959,0.25,0.75,58.3
3960,0.25,0.75,58.3
3961,0.25,0.75,58.3
3962,0.25,0.75,58.3
3963,0.25,0.75,58.3
3964,0.25,0.75,58.3
3965,0.25,0.75,58.3
3966,0.25,0.75,58.3
3967,0.25,0.75,58.3
3968,0.25,0.75,58.3
3969,0.25,0.75,58.3
3970,0.25,0.75,58.3
3971,0.25,0.75,58.3
3972,0.25,0.75,58.3
3973,0.25,0.75,58.3
3974,0.25,0.75,58.3
3975,0.25,0.75,58.3
3976,0.25,0.75,58.3
3977,0.25,0.75,58.3
3978,0.25,0.75,0.0
3979,0.25,0.75,0.0
3980,0.25,0.75,54.5
3981,0.25,0.75,58.0
3982,0.25,0.75,58.9
3983,0.25,0.75,59.0
3984,0.25,0.75,59.1
3985,0.25,0.75,59.1
3986,0.25,0.75,59.1
3987,0.25,0.75,59.1
3988,0.25,0.75,59.1
3989,0.25,0.75,59.1
3990,0.25,0.75,59.1
3991,0.25,0.75,59.1
3992,0.25,0.75,59.1
3993,0.25,0.75,59.1
3994,0.25,0.75,59.1
3995,0.25,0.75,59.1
3996,0.25,0.75,59.1
3997,0.25,0.75,59.1
